0
0
0
0
0
0,000567
0,000256
0,000664
0,004546
0,005273
0,011466
0,012787
0,00907
0,008659
0,007819
0,007949
0,008381
0,00904
0,00914
0,009502
0,010225
0,010625
0,011176
0,01139
0,011731
0,012112
0,012496
0,012913
0,01334
0,013754
0,01424
0,014698
0,015026
0,015416
0,015804
0,016093
0,016445
0,016782
0,017104
0,017335
0,017527
0,017681
0,017733
0,017781
0,017854
0,017915
0,017927
0,017868
0,017713
0,017522
0,017364
0,017235
0,017069
0,01686
0,016632
0,0164
0,016125
0,01578
0,015244
0,014789
0,014405
0,013993
0,013593
0,013109
0,012557
0,012049
0,011535
0,011039
0,010443
0,009897
0,00943
0,008939
0,008443
0,007974
0,00753
0,007103
0,006701
0,00632
0,005971
0,005566
0,0052
0,004872
0,004559
0,00427
0,004003
0,003759
0,003525
0,003318
0,003096
0,002876
0,00267
0,002532
0,00235
0,002239
0,002099
0,00196
0,001878
0,001796
0,001703
0,001577
0,001508
0,001477
0,00146
0,001359
0,001274
0,001205
0,001116
0,001094
0,000984
0,000922
0,000815
0,000715
0,000596
0,000511
0,000542
0,000502
0,000379
0,000317
0,000288
0,000266
0,000267
0,000193
0,000179
0,000078
0,000054
0,00009
0,000086
0,000002
